n	qpu_t	find_embedding_t	FixedEmbedding_t	num_qubits	topology
7	3.2542576789855957	6.243892669677734	0.029593706130981445	269	pegasus
7	1.0849575996398926	4.0772528648376465	0.02463984489440918	277	pegasus
7	1.0863392353057861	5.9167256355285645	0.021532535552978516	262	pegasus
7	0.9887704849243164	3.9775943756103516	0.022184371948242188	272	pegasus
7	0.9989018440246582	4.692117214202881	0.022388935089111328	256	pegasus
7	1.1190900802612305	10.607578992843628	0.021950244903564453	264	pegasus
7	1.0749757289886475	6.8080689907073975	0.026344776153564453	273	pegasus
7	1.0117440223693848	7.352564334869385	0.024211645126342773	256	pegasus
7	1.6606879234313965	7.0429527759552	0.023938894271850586	265	pegasus
7	2.620485782623291	2.14802622795105	0.028031110763549805	299	pegasus
7	1.6175127029418945	4.529134750366211	0.02293539047241211	276	pegasus
7	1.7177557945251465	3.383356809616089	0.024239301681518555	284	pegasus
